Instance;;ILS – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BRKGA – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO – Chagas and Wagner (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_03_usw_10_02.thop;;62534;76151;63843;74996;81568;71657;70871;64931;69168;72271;69661;71979;69016;72295;75110;71435;72130;82869;67790;69862;73027;66750;66621;65096;69290;63044;75620;75272;71363;72237;;101564;102291;96720;99355;97506;102370;98401;103545;102411;103409;107915;109638;102524;109948;106657;102568;107371;103184;98666;101223;104347;102541;95544;100863;103766;107447;114704;102951;99527;96701;;278990;285174;283755;290117;272394;281876;284402;283686;279768;277573;286713;286400;296731;289459;282928;279255;284606;284354;282198;281595;286073;290495;287955;279757;280508;279948;285283;283399;274137;287085;;325229;326725;323419;324128;325574;326488;325242;325454;325741;323000;322397;327623;326056;321337;325870;327690;325535;326809;322355;326982;328226;326883;325046;327182;326673;326774;326088;325406;327109;320782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_03_usw_10_03.thop;;79827;81208;79263;85586;83744;85787;74869;77194;78955;84423;65224;88677;78309;86931;79043;87861;95621;82530;75731;84257;74559;86515;83165;81649;76639;82846;92066;78638;87209;72066;;108229;108826;101905;105292;104737;103712;110273;103082;105797;108193;106848;113585;105832;105587;110857;98585;108014;106833;104984;105331;107180;106422;115280;111575;105165;111030;115781;106318;110806;117340;;360292;349529;361096;352557;353651;361749;363440;360006;350904;358986;354818;361107;361931;358614;362045;361225;359783;362696;347895;362071;357766;360976;358935;361506;360552;365310;356452;361295;366916;349908;;374014;373526;373685;374711;373687;373382;374458;371525;374507;373501;373800;373367;374203;373857;374007;373421;373127;373152;373947;374151;372914;373790;373334;373786;374266;374264;374114;374435;372350;372985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_01_01.thop;;118462;114420;113986;111955;118647;117780;123148;113229;118791;120878;116262;123202;115382;121651;120946;122951;111316;105903;111492;119781;125800;129480;119854;120410;128697;123748;113753;108970;118197;122089;;147862;145929;146064;144766;147234;146948;144768;146564;146858;148210;147240;145561;146549;145140;145065;147068;145469;143763;145359;146451;144568;145335;145696;145079;145361;146296;147164;146242;148669;146906;;159349;161233;157665;157541;158137;157484;159669;157353;155165;158763;158670;160868;158452;158902;158587;159570;159848;159067;158717;157662;158665;160095;159161;158322;158650;159544;158455;156663;156862;156440;;170145;169915;169224;169400;169036;168942;169370;169252;169593;170269;168805;170010;169493;169416;169205;168893;169459;168801;169489;169356;168901;169450;169264;168725;168536;168863;168775;169736;169207;170976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_01_02.thop;;135144;139431;136810;133732;126060;131870;130343;130586;133511;132421;135444;137354;137327;131145;124598;138358;141128;129058;139768;130294;133675;133778;128660;128787;140152;141373;141030;136042;128992;137856;;150942;149264;150345;149215;150552;151314;149413;151169;151842;152509;150126;149901;152161;149850;151553;149864;148959;149846;150464;149634;149564;151750;150840;150652;151114;151234;150563;149554;151530;150807;;168133;168300;164351;165334;168785;165859;171541;164862;166894;168747;165264;167249;166765;165158;169667;169155;165389;166620;166400;168314;165750;164334;168351;166860;166161;166370;164419;166590;166805;166040;;181387;181945;182068;181125;180733;181363;181565;182356;181751;182040;180357;181656;181359;181939;181029;180928;182006;181669;181141;180559;180961;181668;182577;181667;181340;181071;182255;182335;182161;181821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_01_03.thop;;141833;139759;128992;141907;139032;139547;143869;142451;142661;144186;143329;142824;138771;139625;142537;142881;144124;138960;144161;143579;138819;145447;144524;142117;146659;146117;145054;146273;143817;144007;;153858;154831;154256;154769;154405;154268;152611;152176;152708;155703;155063;153906;152628;153436;154295;154814;153647;153875;155201;153705;154012;154342;152942;154991;153116;153415;154165;153896;154014;153331;;180832;182488;180801;181405;177908;179326;181916;177674;182589;181266;181668;181899;179693;180855;182580;181154;181426;183462;182275;180588;181509;179795;182245;181166;177975;179692;182028;181727;180136;177665;;187460;189439;188661;189419;189725;189548;188968;190919;188859;187728;188269;189577;189216;188788;189191;190566;189094;190679;188653;189058;190277;190759;188968;189038;189623;188892;189076;189077;188610;188379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_05_01.thop;;183576;181009;173760;199003;155040;178203;171500;188462;160651;185168;195898;176051;180405;178253;167941;206294;176835;192453;194638;175883;175883;191160;187020;149493;171134;193114;175826;206348;184032;187193;;292497;290595;277322;295547;314700;289014;279702;295769;272301;297291;264040;280776;298968;267396;281576;273254;281908;285491;286833;296030;291074;294770;293808;260247;293289;269023;300358;300906;280582;274811;;586772;572681;601391;601524;580999;593588;604305;579201;587708;583679;613623;581743;593654;610423;609194;581834;591050;621045;603565;600119;601878;588216;587873;600712;591168;608332;609008;589468;599713;583020;;676143;663660;675360;674002;675678;671531;674878;673242;675948;679112;676579;674644;677252;675037;676066;675080;675089;674919;675090;675379;675892;675508;671712;675026;675922;676419;676030;675973;673814;676204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_05_02.thop;;197458;213034;223039;239056;218360;237305;205446;232963;249847;259996;234647;238302;219903;233302;201331;243841;218936;211898;220278;182043;220211;243507;236967;213069;202679;234154;238372;235697;223859;217114;;301721;322198;337068;327208;329715;335782;322137;323885;310546;312819;304382;313627;319146;322394;306638;305759;303505;325586;307685;319606;304208;316159;314200;313319;320949;328807;325748;309589;306674;318722;;698653;686985;678400;690858;689432;690460;707782;699572;700350;685968;698586;699709;710391;709294;700484;696419;700393;709992;705341;695883;710376;696681;675915;704514;713668;686556;684904;687956;690188;662673;;746126;746107;746358;746530;744945;744619;746183;744950;746879;744392;745319;742849;742918;746419;739483;745979;743658;744570;743266;744633;746757;747178;744949;744085;746041;745807;746519;744377;742039;746288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_05_03.thop;;260483;259372;247808;243285;275083;270031;263267;253591;240773;277865;266851;305804;280123;273122;270876;267431;245910;276632;247169;242374;235380;255891;267870;254946;284907;258454;263334;310181;298163;280890;;342991;334046;330003;341442;338174;343309;357096;326054;344353;375582;371192;338971;332641;347610;333105;333289;352713;349535;358903;351567;348893;352327;359406;321390;337506;337449;336109;329418;339780;352299;;735412;737419;741416;739850;740846;752997;748836;737537;742979;729329;738038;742547;734641;736842;751356;736142;742505;741836;745038;741635;744625;742216;738930;740951;732143;742136;730297;731327;745848;739016;;768276;768554;768728;765937;768187;768812;767407;764281;767775;765516;769610;767208;768632;769721;767725;766289;769233;767619;767848;767902;769393;766082;766630;767171;767098;765950;768478;767477;766837;769250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_10_01.thop;;187950;179711;188936;197294;184358;190722;181507;157615;185437;178893;195150;196344;203403;191491;188012;213049;174535;180870;194555;199363;178079;211542;185190;170600;199876;207776;203167;203813;211220;195399;;267868;291106;311210;274135;293673;283498;319570;285277;282493;285706;289850;290401;281474;276932;284184;292235;288594;303068;288963;270917;300328;296655;314764;305913;277716;274683;308033;298708;326922;299422;;763592;768547;772864;780665;781107;757790;772693;761047;735095;757261;790007;763791;761512;796989;756593;737490;756035;770396;810736;754342;758247;775213;753024;777379;775857;746876;779572;779860;788685;768324;;953534;926186;964556;960439;929381;928206;959543;966084;931099;963259;923017;928783;927729;960495;966453;938572;932175;927863;959804;964261;963390;931385;922363;968181;959493;947161;961086;934260;967645;960082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_10_02.thop;;227459;223896;217002;246891;291119;236330;232105;221196;219196;261323;234961;250462;225454;230908;194743;249687;226894;220212;215571;257203;206790;217142;220204;189845;203614;215059;234742;248117;246728;239980;;317864;327323;329805;314047;329999;331742;324160;327812;340785;339887;325632;333072;328021;346035;331521;335915;311937;349649;333410;324463;358662;365492;334332;340060;320284;331187;344669;359203;323638;347140;;979736;1007697;1004101;1035444;1001478;1033927;1023850;1043641;1022563;967334;1040190;982376;1035812;991553;1022148;1045372;985873;986365;1035020;987378;983369;1018126;1010981;1015748;1022839;978388;1024732;1035306;994544;997192;;1184539;1179344;1189323;1188939;1190798;1191463;1180119;1190409;1190661;1190125;1192298;1190818;1184158;1169327;1187302;1180874;1188947;1189630;1190064;1185483;1185655;1186944;1187125;1189340;1187807;1191557;1187776;1190083;1186338;1187925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_bsc_10_03.thop;;286604;266694;285639;273000;279964;270912;277865;280558;249496;297058;298130;299476;297275;273110;278620;284328;273739;253075;281741;257421;246698;308474;281537;254629;253948;266053;288129;312927;289393;289114;;362212;353028;357309;326869;341900;348237;325119;355846;373827;348810;357734;349466;360806;374032;359816;347146;360862;358981;367230;331553;365170;371890;351684;376546;374316;341690;375767;341901;347127;365400;;1198101;1211009;1174466;1178556;1251776;1204983;1202025;1226454;1154418;1197558;1204113;1188362;1212728;1224794;1183736;1210489;1176175;1204518;1198276;1192480;1210102;1214552;1200988;1198780;1228082;1209972;1213818;1228357;1221916;1217634;;1331729;1332669;1328229;1333157;1335196;1329501;1331482;1332905;1335940;1332474;1332256;1328919;1335637;1330806;1327292;1336679;1333246;1332036;1330762;1331575;1326456;1333118;1330092;1331618;1333910;1335116;1326702;1331175;1337511;1332734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_01_01.thop;;52774;54397;48019;52940;51186;49969;48018;51336;48026;49863;52403;54961;57604;54686;53938;52661;54781;54589;49320;50661;53091;56667;52541;52450;51210;52293;57979;49885;49406;50173;;76256;82252;82582;76593;75577;79068;78611;74721;82781;78297;79761;77422;78817;80295;79427;78054;81409;82268;78900;80705;83118;79699;81715;80162;81565;79930;78785;78918;79989;81171;;117760;130403;122340;123845;128104;127392;124520;121973;129358;129705;127613;111665;124966;125015;129913;126666;120040;128231;126690;121964;126838;131113;132657;122251;126915;122977;125805;127012;121193;120394;;157183;160843;159997;157109;157927;158040;159783;159006;156411;157878;156930;158530;157734;159490;157776;158878;157231;161217;159250;156624;157442;158798;158285;159322;158784;160671;156312;157946;157226;158552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_01_02.thop;;60227;61720;57783;56168;60982;57873;61853;58901;60020;62591;55275;69069;65345;64193;62222;57194;61004;58077;59962;64077;57572;59658;61450;56723;57381;60941;64341;61909;54395;58196;;94718;92023;89809;97117;92001;92775;94294;93825;93186;93749;94405;90648;89893;93965;97211;95418;95483;98100;91396;92675;97015;97015;94028;94142;93876;94123;96565;94133;90722;94556;;168820;170810;177375;175039;171799;171852;176866;167476;171521;176870;172815;172766;168753;169291;175574;174713;173740;176502;168978;175472;180263;177027;176610;172110;177273;177776;171376;164071;171484;170728;;194662;192284;195324;194857;195917;195115;195623;194579;194113;195576;194072;193409;193219;194752;193342;192253;194733;195160;195431;194387;194396;191970;192194;196186;195526;194402;193349;194817;192595;194244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_01_03.thop;;69980;62153;63674;64124;67868;59424;68933;64566;64309;63012;62552;69843;69546;65331;60441;61910;60874;67969;65482;65339;64010;61538;70558;57844;61875;62990;63945;66386;65051;66587;;105211;102423;101328;98662;96853;92865;101719;99923;102421;97313;102316;97258;98105;99381;101932;97016;100477;98668;95275;100458;96984;94132;94027;98889;96911;97189;104450;102200;98752;106084;;211160;208812;204655;205972;206398;209269;206174;207212;206875;207619;209559;206527;205044;211926;210578;209539;205666;204650;212309;206448;207431;210964;208412;208185;206589;211028;203849;211045;206404;205802;;214855;216983;216387;217505;216378;217330;217791;217361;215886;216892;216418;215867;216172;216812;216379;216640;215783;215539;215991;217667;216783;215663;216944;215175;216710;217176;218133;215999;215435;215813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_05_01.thop;;76348;62841;59096;67830;68322;62753;71175;74060;68002;69846;62185;73327;70677;68913;64780;65532;62749;70376;69429;72543;64980;69191;63828;60577;62711;66851;71283;70326;71301;64637;;98118;105296;113055;112288;109471;107867;110898;104986;98207;105426;106457;112702;111383;112542;103982;109048;102987;97408;105375;105450;104464;104213;109517;107213;100573;98104;111113;116066;105495;114607;;263039;267493;284167;261036;246561;254031;246817;259806;245770;260947;256539;258974;250579;244560;245899;245406;249064;274002;252071;264127;242591;267369;259128;256997;246217;260192;250444;256745;252387;244295;;324172;329678;327135;319965;329373;325265;325959;328505;327506;326563;324123;321087;323922;326794;329781;326152;329159;329700;327570;329247;328954;323386;327690;323901;329647;328847;329806;319861;330056;312716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_05_02.thop;;87731;87927;81888;85509;82907;77805;82468;78125;81109;88370;87687;88141;84688;84269;78736;82592;77661;78649;82521;82874;77954;88340;85413;81617;87713;73866;94735;86499;89556;85911;;118549;108681;125140;123564;121368;114804;115650;123846;121478;119278;130111;116597;113290;110562;121900;117590;118054;116706;115437;119870;109444;120064;125855;122117;125463;116983;124693;120248;120668;122691;;340812;331347;354689;342239;330616;329011;339429;332492;331901;328727;331706;337171;332005;322274;329022;334627;341434;330586;338968;349420;320399;338575;321423;338727;318743;324494;352906;325405;323928;334236;;412022;410964;411333;414822;413180;411190;412452;414563;410771;414993;412966;412466;413489;413466;411570;412284;412874;414100;407860;412283;412023;411753;411630;414414;410893;414091;414018;412732;410931;412805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_05_03.thop;;104159;92048;99145;88332;97198;94087;105476;90832;103184;111904;99328;105147;112182;99434;97616;100805;101874;101834;94278;96778;85413;97601;116620;90186;99013;102226;109994;111557;105161;110454;;128223;118617;138607;129598;129689;133361;121790;124752;124766;121159;121536;131161;120849;116647;120668;118519;124586;127584;126169;126637;128976;124173;128345;129620;128343;123460;122963;128555;127772;131105;;448597;447237;448719;448413;447602;446009;432013;432400;452848;445617;432087;451041;437863;447452;446825;433669;448762;430822;448972;452976;430597;456454;447822;443470;445366;444604;442852;449783;444362;443884;;467893;468047;469230;467562;469058;466824;466282;466813;468537;468308;469068;466100;469506;469214;467768;469099;466451;469625;467676;467541;468617;468731;467625;469571;467616;468457;467501;469693;469290;467043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_10_01.thop;;71594;65849;64820;74715;67013;65000;68777;64423;63193;66640;75345;67485;70523;72134;65267;66997;59677;74991;72487;64800;71858;75025;67655;68946;75440;60097;70372;72988;72552;66172;;102913;99827;101438;106699;99768;92444;111127;99433;101207;118545;112113;101375;102360;111077;102035;101821;104920;107203;111146;119813;106265;113460;113238;104453;108914;98833;101835;109901;108349;101035;;303804;303756;313253;319646;317403;328474;331174;328354;303598;329545;318962;301080;320846;302071;297371;320445;310675;316741;311484;291789;306130;297123;313039;333782;301315;303135;326462;309787;315785;303551;;409804;407949;407115;409007;406745;410013;409097;388935;409920;410605;408786;394233;407246;397191;408700;402469;407886;410731;405856;410339;402080;406957;410520;410965;407150;409610;405827;402068;409205;407092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_10_02.thop;;87918;90839;82817;84050;87847;79522;81137;86904;83857;95993;91936;90738;89283;96975;75260;73980;87230;79262;87870;90424;72605;92485;89026;90032;86441;83333;86332;95820;97401;84321;;113909;122883;116989;123374;116709;114205;127847;125066;127438;125370;116957;116520;121204;119398;112746;116412;112059;110769;118727;120337;118984;123237;120925;120888;125234;116175;121370;128159;121952;135204;;431904;427620;410346;433534;437156;436286;415106;432707;425996;435912;427952;450551;426070;419325;423718;419033;442060;436274;427400;424723;415203;429289;438384;433029;429963;426689;441700;424824;431526;430474;;530807;534595;531292;535318;530536;535471;535225;528979;535239;536887;533847;535426;534557;527049;525595;534143;525033;530183;534931;535357;533719;536605;534807;530572;534515;529053;530247;528107;536077;529621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_unc_10_03.thop;;123571;100814;107332;92094;110594;103243;101179;101655;98838;115608;94999;111465;104880;103739;113986;102434;103761;109061;95712;89674;99340;101278;120888;108229;103689;97458;116692;113083;113765;98961;;141143;145439;135825;128862;132747;135273;140779;130824;130572;130191;139782;127250;133100;130937;125976;128178;131374;132251;135989;124020;130543;122819;134706;127061;138331;134360;131023;119163;127436;131970;;593859;593631;578966;591333;597732;605767;601303;593008;586619;598441;586727;578037;596339;602228;596527;581293;600133;593837;591096;602625;604075;608292;600010;602538;586885;599947;592810;600943;590368;598713;;616520;615932;615338;616385;616576;616234;616650;617576;614728;617107;616167;616532;613674;616357;617026;615870;614940;617329;615214;616733;615561;617108;616753;617434;616401;616238;616086;617022;616155;616420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a280_05_usw_01_01.thop;;42151;44200;54152;46381;46214;42642;46279;45503;45488;41527;51529;47175;41214;42020;45208;49520;44953;44908;42227;46009;49426;45508;44684;45873;44051;44082;39172;51845;45055;47397;;65405;71588;69576;68172;70794;75704;71185;69553;70515;68629;69774;66314;65486;71156;71673;71424;70842;71611;68454;73283;69429;71519;71522;70465;72279;70597;70984;70387;72001;71453;;96866;97747;97721;96575;98053;97959;98327;97359;97804;94814;97177;96305;98768;98458;98333;98909;97244;97052;98864;98360;96953;97858;99087;96590;97570;98040;97440;97901;98065;96680;;101512;102625;102178;102360;102345;102267;102195;102237;101540;102875;102744;102528;102307;102643;101992;102233;102070;102357;102020;102894;102094;102143;102171;102708;101779;102359;102689;102268;101901;102359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
